"","Charge.Station.Name","Session.Initiated.By","Start.Time","End.Time","Duration","Energy.kWh.","Session.Amount","Session.Id","Port.Type","Payment.Mode","X","X.1","X.2"
"1","A","MOBILE","9/1/2018 7:25","9/1/2018 7:53","0:28:29",0,0,3168811,"CHADEMO","RFID",NA,NA,NA
"2","A","MOBILE","9/1/2018 8:03","9/1/2018 8:34","0:31:18",36.42866665198,19.6714799920692,3168847,"CHADEMO","CREDITCARD",NA,NA,NA
"3","A","MOBILE","9/1/2018 10:24","9/1/2018 10:25","0:00:18",9.5871789730074,5.177076645424,3169011,"CHADEMO","RFID",NA,NA,NA
"4","A","MOBILE","9/1/2018 10:26","9/1/2018 11:02","0:36:04",17.0996780509747,9.23382614752631,3169015,"CHADEMO","RFID",NA,NA,NA
"5","A","MOBILE","9/1/2018 11:07","9/1/2018 11:39","0:31:17",11.0395607085356,5.96136278260921,3169054,"CHADEMO","RFID",NA,NA,NA
"6","A","MOBILE","9/1/2018 13:54","9/1/2018 14:25","0:31:16",5.78853047477958,3.12580645638097,3169208,"CHADEMO","CREDITCARD",NA,NA,NA
"7","A","DEVICE","9/1/2018 14:28","9/1/2018 14:59","0:31:18",20.3572921036735,10.9929377359837,3169245,"CHADEMO","RFID",NA,NA,NA
"8","A","DEVICE","9/1/2018 15:02","9/1/2018 15:29","0:27:51",6.36807141031218,3.43875856156858,3169286,"CHADEMO","CREDITCARD",NA,NA,NA
"9","A","MOBILE","9/1/2018 16:13","9/1/2018 16:38","0:24:59",6.59142452052648,3.5593692410843,3169354,"CHADEMO","CREDITCARD",NA,NA,NA
"10","A","DEVICE","9/1/2018 16:57","9/1/2018 17:16","0:19:05",23.7630628215032,12.8320539236117,3169391,"CHADEMO","CREDITCARD",NA,NA,NA
"11","A","DEVICE","9/1/2018 17:28","9/1/2018 17:59","0:31:16",24.5080386326836,13.2343408616491,3169411,"CHADEMO","CREDITCARD",NA,NA,NA
"12","A","MOBILE","9/1/2018 18:01","9/1/2018 18:15","0:14:21",0,0,3169433,"CHADEMO","CREDITCARD",NA,NA,NA
"13","A","DEVICE","9/1/2018 19:10","9/1/2018 19:52","0:41:58",33.6308517877815,18.160659965402,3169486,"CHADEMO","CREDITCARD",NA,NA,NA
"14","A","MOBILE","9/1/2018 20:09","9/1/2018 20:17","0:07:50",10.2092974435098,5.51302061949527,3169508,"CHADEMO","RFID",NA,NA,NA
"15","A","DEVICE","9/1/2018 20:19","9/1/2018 20:19","0:00:18",2.33964775360758,1.2634097869481,3169515,"CHADEMO","CREDITCARD",NA,NA,NA
"16","A","DEVICE","9/1/2018 20:21","9/1/2018 20:21","0:00:18",11.3535601119274,6.13092246044078,3169516,"CHADEMO","CREDITCARD",NA,NA,NA
"17","A","MOBILE","9/1/2018 20:25","9/1/2018 21:33","1:08:24",35.7233802247673,19.2906253213743,3169519,"CHADEMO","CREDITCARD",NA,NA,NA
"18","A","DEVICE","9/2/2018 4:29","9/2/2018 7:02","2:32:47",70.4969672705872,38.0683623261171,3169644,"CHADEMO","CREDITCARD",NA,NA,NA
"19","A","MOBILE","9/2/2018 7:44","9/2/2018 8:44","1:00:13",24.5853022632747,13.2760632221683,3169785,"CHADEMO","CREDITCARD",NA,NA,NA
"20","A","MOBILE","9/2/2018 10:24","9/2/2018 11:04","0:40:12",14.9164106350416,8.05486174292248,3169953,"CHADEMO","RFID",NA,NA,NA
"21","A","DEVICE","9/2/2018 12:11","9/2/2018 12:12","0:00:17",3.44371122115513,1.85960405942377,3170042,"CHADEMO","CREDITCARD",NA,NA,NA
"22","A","DEVICE","9/2/2018 12:12","9/2/2018 12:13","0:00:18",0,0,3170043,"CHADEMO","CREDITCARD",NA,NA,NA
"23","A","MOBILE","9/2/2018 12:48","9/2/2018 13:16","0:28:30",18.2376583301654,9.84833549828934,3170074,"CHADEMO","CREDITCARD",NA,NA,NA
"24","A","MOBILE","9/2/2018 13:54","9/2/2018 13:54","0:00:11",21.1526374089565,11.4224242008365,3170138,"CHADEMO","RFID",NA,NA,NA
"25","A","MOBILE","9/2/2018 13:56","9/2/2018 13:56","0:00:10",5.11774818349274,2.76358401908608,3170140,"CHADEMO","RFID",NA,NA,NA
"26","A","MOBILE","9/2/2018 13:57","9/2/2018 13:57","0:00:10",9.66822311264678,5.22084048082926,3170142,"CHADEMO","RFID",NA,NA,NA
"27","A","MOBILE","9/2/2018 13:59","9/2/2018 13:59","0:00:10",6.61866927152719,3.57408140662469,3170147,"CHADEMO","RFID",NA,NA,NA
"28","A","MOBILE","9/2/2018 13:59","9/2/2018 14:00","0:00:10",16.6538670445994,8.99308820408366,3170149,"CHADEMO","RFID",NA,NA,NA
"29","A","MOBILE","9/2/2018 14:01","9/2/2018 14:01","0:00:10",0.740292563829256,0.399757984467798,3170151,"CHADEMO","RFID",NA,NA,NA
"30","A","MOBILE","9/2/2018 15:16","9/2/2018 15:48","0:31:17",26.1518802313326,14.1220153249196,3170213,"CHADEMO","CREDITCARD",NA,NA,NA
"31","A","MOBILE","9/2/2018 16:05","9/2/2018 16:28","0:23:16",10.1997449865392,5.50786229273118,3170255,"CHADEMO","RFID",NA,NA,NA
"32","A","MOBILE","9/2/2018 20:44","9/2/2018 21:11","0:26:57",2.13487240806176,1.15283110035335,3170391,"CHADEMO","CREDITCARD",NA,NA,NA
"33","A","DEVICE","9/2/2018 21:16","9/2/2018 21:35","0:18:43",7.00649801358649,3.78350892733671,3170409,"CHADEMO","CREDITCARD",NA,NA,NA
"34","A","MOBILE","9/2/2018 22:14","9/2/2018 23:32","1:18:01",30.9842419720619,16.7314906649134,3170427,"CHADEMO","CREDITCARD",NA,NA,NA
"35","A","MOBILE","9/3/2018 7:45","9/3/2018 7:59","0:13:52",14.7244960466745,7.95122786520421,3170615,"CHADEMO","CREDITCARD",NA,NA,NA
"36","A","DEVICE","9/3/2018 8:17","9/3/2018 9:42","1:24:43",17.4127501779247,9.40288509607934,3170656,"DCCOMBOTYP1","CREDITCARD",NA,NA,NA
"37","A","DEVICE","9/3/2018 10:40","9/3/2018 10:59","0:18:41",8.21455031061326,4.43585716773116,3170777,"CHADEMO","CREDITCARD",NA,NA,NA
"38","A","MOBILE","9/3/2018 11:34","9/3/2018 12:34","1:00:19",19.1080637478194,10.3183544238225,3170830,"CHADEMO","RFID",NA,NA,NA
"39","A","DEVICE","9/3/2018 14:12","9/3/2018 15:24","1:11:53",29.598497115489,15.983188442364,3170963,"CHADEMO","CREDITCARD",NA,NA,NA
"40","A","MOBILE","9/3/2018 15:27","9/3/2018 16:31","1:04:27",24.2201477897679,13.0788798064747,3171022,"CHADEMO","CREDITCARD",NA,NA,NA
"41","A","MOBILE","9/3/2018 18:38","9/3/2018 19:10","0:31:17",5.17669285641728,2.79541414246533,3171150,"CHADEMO","CREDITCARD",NA,NA,NA
"42","A","MOBILE","9/3/2018 19:18","9/3/2018 20:09","0:51:24",22.4867374749087,12.1428382364507,3171172,"DCCOMBOTYP1","CREDITCARD",NA,NA,NA
"43","A","MOBILE","9/3/2018 20:18","9/3/2018 20:50","0:31:17",11.3186705434156,6.11208209344441,3171190,"CHADEMO","RFID",NA,NA,NA
"44","A","MOBILE","9/4/2018 7:14","9/4/2018 8:05","0:51:35",42.1918319353147,22.7835892450699,3171821,"CHADEMO","RFID",NA,NA,NA
"45","A","MOBILE","9/4/2018 9:38","9/4/2018 9:38","0:00:05",7.69078767564572,4.15302534484869,3172037,"CHADEMO","CREDITCARD",NA,NA,NA
"46","A","MOBILE","9/4/2018 9:38","9/4/2018 10:03","0:24:27",0,0,3172039,"CHADEMO","CREDITCARD",NA,NA,NA
"47","A","MOBILE","9/4/2018 13:52","9/4/2018 14:22","0:30:09",0.22083559872228,0.119251223310031,3172427,"CHADEMO","RFID",NA,NA,NA
"48","A","MOBILE","9/4/2018 15:13","9/4/2018 16:09","0:55:59",38.9596814043071,21.0382279583258,3172534,"CHADEMO","RFID",NA,NA,NA
