"","Charge.Station.Name","Session.Initiated.By","Start.Time","End.Time","Duration","Energy.kWh.","Session.Amount","Session.Id","Port.Type","Payment.Mode","X","X.1","X.2"
"1","A","MOBILE","9/1/2018 7:25","9/1/2018 7:53","0:28:29",1.08901248290618,0.58806674076934,3168811,"CHADEMO","RFID",NA,NA,NA
"2","A","MOBILE","9/1/2018 8:03","9/1/2018 8:34","0:31:18",42.3784036692343,22.8843379813865,3168847,"CHADEMO","CREDITCARD",NA,NA,NA
"3","A","MOBILE","9/1/2018 10:24","9/1/2018 10:25","0:00:18",2.23226086821305,1.20542086883505,3169011,"CHADEMO","RFID",NA,NA,NA
"4","A","MOBILE","9/1/2018 10:26","9/1/2018 11:02","0:36:04",28.7777887855968,15.5400059442223,3169015,"CHADEMO","RFID",NA,NA,NA
"5","A","MOBILE","9/1/2018 11:07","9/1/2018 11:39","0:31:17",9.3145541750685,5.02985925453699,3169054,"CHADEMO","RFID",NA,NA,NA
"6","A","MOBILE","9/1/2018 13:54","9/1/2018 14:25","0:31:16",0,0,3169208,"CHADEMO","CREDITCARD",NA,NA,NA
"7","A","DEVICE","9/1/2018 14:28","9/1/2018 14:59","0:31:18",16.859438732197,9.10409691538639,3169245,"CHADEMO","RFID",NA,NA,NA
"8","A","DEVICE","9/1/2018 15:02","9/1/2018 15:29","0:27:51",0,0,3169286,"CHADEMO","CREDITCARD",NA,NA,NA
"9","A","MOBILE","9/1/2018 16:13","9/1/2018 16:38","0:24:59",13.7046607049745,7.40051678068621,3169354,"CHADEMO","CREDITCARD",NA,NA,NA
"10","A","DEVICE","9/1/2018 16:57","9/1/2018 17:16","0:19:05",10.9139194706114,5.89351651413018,3169391,"CHADEMO","CREDITCARD",NA,NA,NA
"11","A","DEVICE","9/1/2018 17:28","9/1/2018 17:59","0:31:16",7.12258386939648,3.8461952894741,3169411,"CHADEMO","CREDITCARD",NA,NA,NA
"12","A","MOBILE","9/1/2018 18:01","9/1/2018 18:15","0:14:21",4.41539731759153,2.38431455149943,3169433,"CHADEMO","CREDITCARD",NA,NA,NA
"13","A","DEVICE","9/1/2018 19:10","9/1/2018 19:52","0:41:58",30.4565043932403,16.4465123723498,3169486,"CHADEMO","CREDITCARD",NA,NA,NA
"14","A","MOBILE","9/1/2018 20:09","9/1/2018 20:17","0:07:50",12.7985741254376,6.91123002773633,3169508,"CHADEMO","RFID",NA,NA,NA
"15","A","DEVICE","9/1/2018 20:19","9/1/2018 20:19","0:00:18",3.69940485928704,1.997678624015,3169515,"CHADEMO","CREDITCARD",NA,NA,NA
"16","A","DEVICE","9/1/2018 20:21","9/1/2018 20:21","0:00:18",1.05766885990176,0.571141184346949,3169516,"CHADEMO","CREDITCARD",NA,NA,NA
"17","A","MOBILE","9/1/2018 20:25","9/1/2018 21:33","1:08:24",24.5050063373206,13.2327034221531,3169519,"CHADEMO","CREDITCARD",NA,NA,NA
"18","A","DEVICE","9/2/2018 4:29","9/2/2018 7:02","2:32:47",74.0175471052658,39.9694754368435,3169644,"CHADEMO","CREDITCARD",NA,NA,NA
"19","A","MOBILE","9/2/2018 7:44","9/2/2018 8:44","1:00:13",21.0541875464267,11.3692612750704,3169785,"CHADEMO","CREDITCARD",NA,NA,NA
"20","A","MOBILE","9/2/2018 10:24","9/2/2018 11:04","0:40:12",19.7309316380011,10.6547030845206,3169953,"CHADEMO","RFID",NA,NA,NA
"21","A","DEVICE","9/2/2018 12:11","9/2/2018 12:12","0:00:17",0,0,3170042,"CHADEMO","CREDITCARD",NA,NA,NA
"22","A","DEVICE","9/2/2018 12:12","9/2/2018 12:13","0:00:18",0,0,3170043,"CHADEMO","CREDITCARD",NA,NA,NA
"23","A","MOBILE","9/2/2018 12:48","9/2/2018 13:16","0:28:30",5.95274028675782,3.21447975484923,3170074,"CHADEMO","CREDITCARD",NA,NA,NA
"24","A","MOBILE","9/2/2018 13:54","9/2/2018 13:54","0:00:11",0,0,3170138,"CHADEMO","RFID",NA,NA,NA
"25","A","MOBILE","9/2/2018 13:56","9/2/2018 13:56","0:00:10",0,0,3170140,"CHADEMO","RFID",NA,NA,NA
"26","A","MOBILE","9/2/2018 13:57","9/2/2018 13:57","0:00:10",7.35139523000758,3.9697534242041,3170142,"CHADEMO","RFID",NA,NA,NA
"27","A","MOBILE","9/2/2018 13:59","9/2/2018 13:59","0:00:10",2.45130829285715,1.32370647814286,3170147,"CHADEMO","RFID",NA,NA,NA
"28","A","MOBILE","9/2/2018 13:59","9/2/2018 14:00","0:00:10",3.74886871525626,2.02438910623838,3170149,"CHADEMO","RFID",NA,NA,NA
"29","A","MOBILE","9/2/2018 14:01","9/2/2018 14:01","0:00:10",4.56589805268145,2.46558494844799,3170151,"CHADEMO","RFID",NA,NA,NA
"30","A","MOBILE","9/2/2018 15:16","9/2/2018 15:48","0:31:17",21.0591047749454,11.3719165784705,3170213,"CHADEMO","CREDITCARD",NA,NA,NA
"31","A","MOBILE","9/2/2018 16:05","9/2/2018 16:28","0:23:16",14.2615995648467,7.70126376501722,3170255,"CHADEMO","RFID",NA,NA,NA
"32","A","MOBILE","9/2/2018 20:44","9/2/2018 21:11","0:26:57",6.2561790053861,3.37833666290849,3170391,"CHADEMO","CREDITCARD",NA,NA,NA
