"","Charge.Station.Name","Session.Initiated.By","Start.Time","End.Time","Duration","Energy.kWh.","Session.Amount","Session.Id","Port.Type","Payment.Mode","X","X.1","X.2"
"1","A","MOBILE","9/1/2018 7:25","9/1/2018 7:53","0:28:29",1.53110094467945,0.826794510126901,3168811,"CHADEMO","RFID",NA,NA,NA
"2","A","MOBILE","9/1/2018 8:03","9/1/2018 8:34","0:31:18",39.3406947674326,21.2439751744136,3168847,"CHADEMO","CREDITCARD",NA,NA,NA
"3","A","MOBILE","9/1/2018 10:24","9/1/2018 10:25","0:00:18",13.5407439700756,7.3120017438408,3169011,"CHADEMO","RFID",NA,NA,NA
"4","A","MOBILE","9/1/2018 10:26","9/1/2018 11:02","0:36:04",3.48641002306583,1.88266141245555,3169015,"CHADEMO","RFID",NA,NA,NA
"5","A","MOBILE","9/1/2018 11:07","9/1/2018 11:39","0:31:17",10.959976485559,5.91838730220188,3169054,"CHADEMO","RFID",NA,NA,NA
"6","A","MOBILE","9/1/2018 13:54","9/1/2018 14:25","0:31:16",0,0,3169208,"CHADEMO","CREDITCARD",NA,NA,NA
"7","A","DEVICE","9/1/2018 14:28","9/1/2018 14:59","0:31:18",15.5810539169029,8.41376911512756,3169245,"CHADEMO","RFID",NA,NA,NA
"8","A","DEVICE","9/1/2018 15:02","9/1/2018 15:29","0:27:51",20.6092310230649,11.128984752455,3169286,"CHADEMO","CREDITCARD",NA,NA,NA
"9","A","MOBILE","9/1/2018 16:13","9/1/2018 16:38","0:24:59",0,0,3169354,"CHADEMO","CREDITCARD",NA,NA,NA
"10","A","DEVICE","9/1/2018 16:57","9/1/2018 17:16","0:19:05",49.5968236649839,26.7822847790913,3169391,"CHADEMO","CREDITCARD",NA,NA,NA
"11","A","DEVICE","9/1/2018 17:28","9/1/2018 17:59","0:31:16",27.6830060574503,14.9488232710232,3169411,"CHADEMO","CREDITCARD",NA,NA,NA
"12","A","MOBILE","9/1/2018 18:01","9/1/2018 18:15","0:14:21",0.103874026886012,0.0560919745184466,3169433,"CHADEMO","CREDITCARD",NA,NA,NA
"13","A","DEVICE","9/1/2018 19:10","9/1/2018 19:52","0:41:58",15.3441599205629,8.28584635710399,3169486,"CHADEMO","CREDITCARD",NA,NA,NA
"14","A","MOBILE","9/1/2018 20:09","9/1/2018 20:17","0:07:50",24.2884670280079,13.1157721951243,3169508,"CHADEMO","RFID",NA,NA,NA
"15","A","DEVICE","9/1/2018 20:19","9/1/2018 20:19","0:00:18",10.9044863895761,5.88842265037111,3169515,"CHADEMO","CREDITCARD",NA,NA,NA
"16","A","DEVICE","9/1/2018 20:21","9/1/2018 20:21","0:00:18",14.2893712436152,7.71626047155223,3169516,"CHADEMO","CREDITCARD",NA,NA,NA
"17","A","MOBILE","9/1/2018 20:25","9/1/2018 21:33","1:08:24",39.9603573874989,21.5785929892494,3169519,"CHADEMO","CREDITCARD",NA,NA,NA
"18","A","DEVICE","9/2/2018 4:29","9/2/2018 7:02","2:32:47",81.1909089927798,43.8430908561011,3169644,"CHADEMO","CREDITCARD",NA,NA,NA
"19","A","MOBILE","9/2/2018 7:44","9/2/2018 8:44","1:00:13",29.4007296258343,15.8763939979505,3169785,"CHADEMO","CREDITCARD",NA,NA,NA
