"","Charge.Station.Name","Session.Initiated.By","Start.Time","End.Time","Duration","Energy.kWh.","Session.Amount","Session.Id","Port.Type","Payment.Mode","X","X.1","X.2"
"1","A","MOBILE","9/1/2018 7:25","9/1/2018 7:53","0:28:29",4.86674668501874,2.62804320991012,3168811,"CHADEMO","RFID",NA,NA,NA
"2","A","MOBILE","9/1/2018 8:03","9/1/2018 8:34","0:31:18",36.6655444738658,19.7993940158875,3168847,"CHADEMO","CREDITCARD",NA,NA,NA
"3","A","MOBILE","9/1/2018 10:24","9/1/2018 10:25","0:00:18",0,0,3169011,"CHADEMO","RFID",NA,NA,NA
"4","A","MOBILE","9/1/2018 10:26","9/1/2018 11:02","0:36:04",22.0089621766189,11.8848395753742,3169015,"CHADEMO","RFID",NA,NA,NA
"5","A","MOBILE","9/1/2018 11:07","9/1/2018 11:39","0:31:17",13.3827032944528,7.22665977900449,3169054,"CHADEMO","RFID",NA,NA,NA
"6","A","MOBILE","9/1/2018 13:54","9/1/2018 14:25","0:31:16",6.22843739982051,3.36335619590307,3169208,"CHADEMO","CREDITCARD",NA,NA,NA
"7","A","DEVICE","9/1/2018 14:28","9/1/2018 14:59","0:31:18",19.9579785259457,10.7773084040107,3169245,"CHADEMO","RFID",NA,NA,NA
"8","A","DEVICE","9/1/2018 15:02","9/1/2018 15:29","0:27:51",8.82952483420727,4.76794341047192,3169286,"CHADEMO","CREDITCARD",NA,NA,NA
"9","A","MOBILE","9/1/2018 16:13","9/1/2018 16:38","0:24:59",13.2683202076104,7.16489291210963,3169354,"CHADEMO","CREDITCARD",NA,NA,NA
"10","A","DEVICE","9/1/2018 16:57","9/1/2018 17:16","0:19:05",7.62712548419896,4.11864776146744,3169391,"CHADEMO","CREDITCARD",NA,NA,NA
"11","A","DEVICE","9/1/2018 17:28","9/1/2018 17:59","0:31:16",4.51424818825999,2.43769402166039,3169411,"CHADEMO","CREDITCARD",NA,NA,NA
